customer_tweet_id,brand_tweet_id,brand_reply,customer_message
818309,818311,"@314912 We're glad it's working now. Don't worry, we'll make sure to pass your feedback on to the team. Thanks for sharing your thoughts! /RH",@SpotifyCares This seems to have gotten it to work.However I am slightly disappointed in the feature disparity. groove' superior presentation
2125254,2125253,"@625882 Hey Nathan! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /SJ",Offline pembayaran @118266 mulai jam 9 malam sampai 3 pagi. Begitu kata kasir @84622.
535327,535326,"@224650 Hi Alfie! Aaw, that's nice to hear. Your friend can get awesome deals here: https://t.co/Gp5xcUoTsa. Give us a shout if you need anything else 😍 /AD",@SpotifyCares my friend cant afford to buy premium and wants to know if you love her regardless. How do you feel?
2038955,2038957,"@19263 Cool, thanks! Let us know if using your phone makes any difference. Could you also try completely reinstalling the app on your Mac: https://t.co/cxGHt0bCR8? We'll be right here waiting 🙂 /Q",@SpotifyCares It updated yesterday so the latest. I can’t remember if I’ve tried from my phone. Will do
1152029,1152025,"@391110 Can you let us know the device, OS, and Spotify version you're rocking? /QI",@SpotifyCares wifi. I try playing music directly on the @137949
1193123,1193122,"@400362 Hmm. That's odd. If you could DM us your account's email address, we'd be happy to help /AN https://t.co/ldFdZRiNAt",@SpotifyCares someone just dm’d me back hahah
1873168,1873167,"@559309 Hey Ted, sorry for your loss. Could you DM us his account's email address or username? We'll take a look backstage /AY https://t.co/ldFdZRiNAt",@SpotifyCares How do I cancel my brother's Spotify account He died 11May2017. His account is still paying Spotify. I am executor of his will
1711775,1744015,@518511 Got it. We have some info about this in the Community at https://t.co/trMNTtmZi1. Let us know if you have any other questions /NY,@SpotifyCares Still not working :(
1617564,1617563,"@495995 Hi there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up /DV",Why does my @115888 weekly recommend always have one good week and the next week where it's turrible. Hated almost every song this week
340038,340036,@197206 Hey there! Could you let us know what country your Spotify account is set to? We'll take a look backstage /TB,@SpotifyCares pull up with zhang yixings new album 🙂🙂
1080676,1080675,"@374927 Hi, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",@115888 went into spotify today and all my playlists are gone
2218882,2218881,"@648185 No worries. If we can help with anything else, we're just a tweet away. Have a nice day 🙂 /AC",@SpotifyCares thank you :D &lt;3
1304774,1304775,"@424897 Thanks! We're looking into this at the moment. For now, we'd recommend copying the Song Link and pasting it on Twitter to share /MT",@SpotifyCares Here ya go 😉 https://t.co/Rg1xnxlGa8
2298900,2298902,@667296 Got it. Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt,@SpotifyCares No - i was playing on mobile and I’ve downloaded the songs. I was connected to spotty WiFi but the songs were still downloaded.
223025,223027,@169272 Hey! We've just replied to your DM. We'll carry on chatting there 🙂 /Q,@SpotifyCares Did you manage to find an answer?
2653052,2653051,"@748199 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks. In the meantime, why not suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /DR",@115888 It is great that you offer a discount to students -- maybe you could also offer a discount for verified artists that provide you with your product? What do you say?
717620,717618,"@291831 Hi! Yes, don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /DR",@SpotifyCares customer service?
862194,862196,@324734 You're welcome! We're here for you anytime 🙂 /NG,@SpotifyCares thank you!
462665,462664,@224967 Hi! We've just sent you a DM. Check your inbox /RH,"@SpotifyCares my Spotify account has been hacked, I am very unhappy and would like a reply please."
1833447,1833446,@550000 Hey there! Could you DM us your account's username or email address? We'll check it's availability /GU https://t.co/ldFdZRiNAt,I'll never forgive @115888 for taking the albums Once (Nightwish) and Liebe Ist Für Alle Da (Rammstein) away. Fuck you guys.
1811485,1811484,"@544241 Hey Jonathan, we're sorry to hear about your grandma. Can you DM us your account's email address, so we can take a look backstage /MG https://t.co/ldFdZRiNAt","@SpotifyCares Hi, I logged a support request several days ago and wanted to know if anyone could help me? # 09595077"
2736562,2736563,"@766865 We don't have much info about this for now, but we'll make sure to let the right team know it's something you'd like to see in the future. It's also worth checking out our web player here: https://t.co/aT5o0wcN4V. Let us know if you have other questions /WP",@SpotifyCares Are there plans to support it?
1694978,1694975,@394543 Hey there! Help's here. Can you let us know the iOS and app versions you're using? We'll see what we can suggest /PB,@117168 and another error! Can’t get into my music https://t.co/7jGq1cszac
652879,652878,"@275236 Hey Hannah! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi3V8Cu /KM",It is such a blasphemy that Spotify still doesn't have Lemonade. Hey @115888 get your shit together it's 2017!! https://t.co/OL7lfWzb6a
2202398,2202397,@644029 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,"@SpotifyCares I no longer want the username I made for my account at 14, that was 8 years ago, I'd like the ability to change it, please."
371590,371589,@204011 Hi! We've just sent a DM your way. Let's carry on chatting there /RA,"@SpotifyCares Hello is it possible to message you, need to cancel my 7 day trial for premium but it's not letting me do it online."
654611,654615,"@271221 We hear you! Rest assured, we're looking into this as we type. We'll have it available to you as soon as it's available to us. Thanks for bearing with us /WW",@SpotifyCares @SpotifyCares if you actuallt care respond to netnobody
2394393,2394392,"@207797 Hey! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /CM",@115888 y'all gotta chill with recommendations they starting to feel like ads and I don't pay to feel like things are ads
2456286,2456287,"@703618 1: Hey Savanah! Currently we don't offer telephone support, but we're more than happy to help you out here on Twitter. Could you...","@SpotifyCares hi help pls, every time I️ try to update my payment details for premium, it makes me register for the student discount &amp; I’m not a student, so it gets rejected every time and then my card details aren’t saved. 😒 (also why don’t y’all have a phone support line)"
2433014,2433016,@698241 Got it! Give us a shout if any songs start misbehaving again; we're always here to help 😉 /LS,@SpotifyCares This is the song that was acting up: spotify:track:6wgRiURLlS2DKvT1pkUfAd
2943777,2943775,"@813235 Hey there! Is your Spotify misbehaving? Let us know what device you're using, and we'll see what we can suggest /LS",@115888 @117168 I miss you start already!!
757251,757250,@118754 Hey David! It looks like you've been... https://t.co/vUM0i0wxrP 😁 /LP,"@SpotifyCares Never mind, my kid pranked me. Lowered the volume in the Xbox home #HesGrounded"
155375,155377,@151641 Thanks! Can you DM us your friend's email address? /GT https://t.co/ldFdZRiNAt,@SpotifyCares The email I used to purchase was __email__. I unfortunately do not have the receipt any longer!
1681227,1681228,"@511158 2: offline tunes. On another note, can you DM us your account's email address? We'll check backstage /JS",@SpotifyCares Hi i tried logging it out. Should i just uninstall and install it again? Will it affect my premium subscription? 😰 https://t.co/LVEhYOqCSr
639943,639942,@271800 Sorry to hear that. We've just responded to your DM. Let's carry on chatting there /WW,@SpotifyCares Everytime i contact support they screw this up and youre losing a customer for life at this point. I want my Facebook info gone. Completely fucking gone. I never ever ever want to receive a welcome back to Facebook email ever again after signing in to Spotify.
694626,694625,"@285642 Hi, that's not cool! We don't offer telephone support right now, but you can get in touch with our email team at https://t.co/zu6tKiIYUg. We're also more than happy to help you here. Could you DM us your account's email address so we can check under the hood? /FJ https://t.co/ldFdZRiNAt","@SpotifyCares I have been paying $10.00 for a premium membership since July,  and since then, I can't log in to my account. You don't have a phone number or email to reach. I will be contacting my bank to terminate payment if I don't get a response. Please get back to me ASAP!"
925103,925104,@339526 Can you fire over your account's username or email address via DM? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt,@SpotifyCares I've even gone to a different place with different internet and it's still not working also tried deleting and reinstalling the app
2056390,2056389,"@608157 Hi Lucie! For your security, we'd suggest deleting your previous tweet as it contains your private info. Can you DM us instead? /JE https://t.co/ldFdZRiNAt","@SpotifyCares description of payment is Spotify P03893955E, but I never registred my card, so it might be hacked or I dont know."
1930990,1930988,"@574615 2: On the other hand, can you give us more info about the albums disappearing from your account? We'll see what we can suggest /DB",@SpotifyCares when will @425725 new album Trial By Fire available in Malaysia?
1355795,1704257,@514256 Hi there! We've just sent you a bit more info over DM. Let's carry on chatting there /GU,@117153 I did paid and nothing premium i got??? SUCKS!. https://t.co/3TKGdiAbg2
1717758,1717757,@520135 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,@115888 WHY NO SORT on the XBOX1 app? playlists w Thousands of songs are a challenge. anyway 2 add same sort function as desktop app? thnx!
643422,643421,@272766 Thanks. Does logging out and back in make any difference? /AN,@SpotifyCares Android S6. My app is already updated but it still happens. I havent paid for the monthly subscription .it happens to my playlists I've made
704782,704781,@288439 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,@115888 help me log in
2289876,2289878,"@665222 1: Hey. We hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too. If you're...","@SpotifyCares yo bring back 
l y r i c s my boyos"
2079719,2079718,"@615080 Hey Jordan! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/MEjmIRL2eB /RV","in all seriousness, when is the PNB Rock Unforgettable remix gonna be on @115888"
1956991,1956990,@580722 Hi. Sorry to hear that! Can you check the steps under “Manage your active offline devices” at https://t.co/38J7tFlIBF? /DN,"After @115888 inexplicably deleting my downloads for the umpteenth time, I am moving on. @116935 let's see what you're made of."
1947152,1947151,"@578612 Hey, that'd be great! You can add your vote to the idea here: https://t.co/YSHYSPDR4z. Let us know if there's anything else 🙂 /AY","Why hasn't @115888 added an alarm feature to their app yet?

I want to wake up and be reminded that Rick Astley will never give me up daily"
648680,648682,"@274171 We're sorry you feel that way. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /LM",@SpotifyCares Wow... Thanks for nothing
115213,115214,@141618 Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,@SpotifyCares Yes
569627,569625,@253688 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,"@SpotifyCares Hi folks, I temporarily saw an offer to get premium for 99GBP for one year but can't find it again. Can you send me a link of where I can access it as I am potentially interested? Thanks."
1863107,1863109,"@124933 No worries, we're always happy to help work things out. Have a... https://t.co/FQulrDtFky /AY",@SpotifyCares thanks!
122098,122097,@143215 Hey there! Can you DM us your username and your family member's email address? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,@115888 I am tryi g to invite a family member to spotify premium but error 600 shows up.
867561,867563,"@326007 Woohoo, that's what we like to hear! Give us a shout if you need us again, otherwise... https://t.co/SkdXv2BhCb /TB",@SpotifyCares it works now! :) no idea why!
572078,572077,"@254425 Hi! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/1dgftcFtzc /AP",WHY ISN'T BJÖRK'S ENTIRE DISCOGRAPHY ON SPOTIFY?!?! I NEED ANSWERS. @115888
1403656,1403655,@446334 Got it! Could you tell us the device you're using? Keep us posted /DF,@SpotifyCares Same problems my friends have been complaining about. One of Why Don’t We’s song (these girls) the beat got changed and it’s more high pitched now.
1965505,1965503,"@582614 Hi there, help's here! Could you DM us your account's username or email address? We'll see what we can suggest /RE https://t.co/ldFdZRiNAt",@SpotifyCares Hey! I want to change my username and profile photo within the android app and unlink my Facebook profile please. DMed you.
1971154,1971153,"@467593 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB","yo @115888 why don't you have a ""remove from this playlist"" option on mobile?"
783557,783556,@307025 2: up here to be first to hear: https://t.co/XDwWzj7cLP /JS,"Hello, how can I get a license for my country - Azerbaijan? @SpotifyCares"
2059979,2059978,@609256 Hey Fubar! That doesn't sound good. Can you DM us your account's email address? We'll take a look under the hood /QI https://t.co/ldFdZRiNAt,@SpotifyCares My premium account has been compromised and im getting no joy through your support email. Need to get this sorted ASAP please!
2477812,2477810,"@707879 Sure thing! If anything comes up, you know where to find us. https://t.co/uQiQuWow27 🙂 /JN","Ok yeah, I think it's most likely my internet because I'm not connected to the internet right now, im roaming. I will try connecting to a different network https://t.co/yC4zgg4FIQ"
2894018,2894017,@802059 Hey Dee! We've just replied to your DM. Let's continue chatting there /GT,@110991 halo kak aku mau beli premium spotify tp gak bs dr td. Pdhl pulsa cukup. Thankyou https://t.co/KdH3Pi65Gw
272953,272952,"@181185 Thanks for sending that. Can you let us know your device's make/model, as well as the Android and Spotify versions you're using? /RH","@SpotifyCares Nope, I also tried uninstalling and reinstalling the app. Here's a recording of what I'm experiencing. https://t.co/KtSHEqkXex"
2239746,2239745,"@653051 No worries, those are singles that were released so far, but hopefully we'll have the full album available soon /LP",@SpotifyCares It is excluded available album?
2715965,2715964,"@465356 Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",STOP LOGGING ME OUT THIS SHIT HAPPENS EVERY MONTH @SPOTIFYCARES https://t.co/dZ3Qpxovi6
1026789,1026788,@362962 Hey there! Could you DM us your account's username or email address? We'll take a look under the hood /GU https://t.co/ldFdZRiNAt,@SpotifyCares @362963 It did not. Also tried incognito mode and it didn't work.
263526,263527,@178803 Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,@SpotifyCares Germany i guess
507376,507375,@236463 Hey there! Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,"@SpotifyCares will paying for the 1-time annual subscription automatically override my future monthly auto-payments, or will I need to cancel my auto-payments?"
1043532,1043531,"@300266 Hey Jenna! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/MEjmIRL2eB /PX",when your @115888 playlist can’t be complete because @142136 won’t put his music on there 😡 #askmehowiknow #tryingtobeafanhere #notevenonyoutube
2303099,2303101,@668295 1: Hey! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with your downloads.,If @115888 could write an app that didn't randomly delete my downloads I would be mildly less pissed off with their lack of lossless audio and also LEMONADE by Beyoncé
1487452,1487454,"@465468 We understand. Don't worry, we'll make sure to give them a nudge on this right away. Drop us a tweet if anything else comes up /MT","@SpotifyCares That would be nice. I'm using Spotify in Japan, if that helps, so you can let them know it's super pointless."
2081464,2081463,@212837 Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /KB,"@115888 when I log in, it doesn't take me to the verified one.. there are no songs on this account but only verified one 🤦🏽‍♀️😭🙏🏼"
1927012,1927011,"@573480 Hey Emily, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",@SpotifyCares I can’t log into my account because it thinks I’m still abroad. How can I fix this. I’m back in the US
1692161,1692159,@513608 Hey Erin! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL,@115888 your web player is broken. Help.
2961997,2961996,"@817381 Hey Brooke, help's here! You can update your payment method any time by choosing subscriptions on your account page. Check this out for more info: https://t.co/BShdiBtHc4. Let us know how it goes /JJ",@SpotifyCares I’m a premium acct and I got a message saying I need to update CC info but no where to do it in app or contact help. Please help.
1335479,1335480,"@431543 Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DF",@431542 @SpotifyCares @425725 Missing for me also. #spotifail
104561,104559,@139085 Hey there! Could you tell us the device/OS you're using? Keep us posted /DF,@139086 @115888 Does yours keep stopping in the middle of a song?
1996456,1996458,@590333 Got it. Can you DM us the first 6 and last 4 digits of your payment card and its country? Make sure not to send the whole number /KL https://t.co/ldFdZRiNAt,"@SpotifyCares Not really, I've tried all my usual ones. If there's a private forum I can provide credit card receipts and such though"
2190862,2190861,@641322 Hey Mick! That's not cool. Could you give it another shot using an incognito window or a different browser? Let us know how it plays out /GU,@SpotifyCares Premium for Family invite directing me to log in page. Nowhere to redeem code. Help
2114199,2114198,"@623337 1: Hi there. We're sorry you feel that way. The Recently Played Artist shows the artists you listened to, and it's sorted to show the...",".@115888's ""recently played artists"" is such total bs. I listened to about 15 seconds of a Cardi B song (it was trash) and she's now my #1 recently played artist. Despite me listening to hours of other artists? The fuck???"
2335104,2335103,@675695 Hi there! We've sent a DM your way. Let's carry on chatting there /RK,"@SpotifyCares Hey there, can you guys possibly help with an error i'm receiving when trying to activate my hulu student package?"
2422817,2422815,"@128479 Hey Jessica, we love you too! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team 💚 /DQ",my @115888 daily mixes are grouped very strangely pls improve (still love u)
2707023,2707022,"@760232 Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team /BE",Why does @115888 scream bloody murder in your ears when you skip a song and how do you shut it off..?
2015066,2015065,@595849 Hey Jack! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /TB /TB,"@115888 why was $uave by Offset available until today, songs were added to my playlist as well! C'mon"
1436766,1436764,@137142 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /PB,@SpotifyCares @115888 I really liked how before I could just shift left and delete from my recently played rather than hit edit  😿
2602372,2602369,"@736510 Hey Jake! This isn’t possible right now, but you can add your vote here to help make it happen: https://t.co/fDfdWqd3CO. For anything else, just give us a shout /MA",DID YOU KNOW In order to clear the cache left by #Spotify playlists on your iPhone you need to delete/reinstall the app? Really. Seriously.
2666949,2666948,@751327 Thanks.Can you DM us your account's email address? We'll check under the hood /NY https://t.co/ldFdZRiNAt,@SpotifyCares version 8.4.26.793
2225670,2225671,"@649719 Just to check, is this also happening to your downloaded playlists? /RC",@SpotifyCares Not that I know of
698868,698867,"@286694 Hi there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /RE",@115888 it’s almost 2018 why can we still not see who is following our playlists?☹️
1847249,1847247,"@553258 Hi there, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us in the loop /JI",@SpotifyCares @115888 so I’m having trouble playing certain artists on the Sporify iOS app. What’s up with that?
166680,166679,@154723 Hey there! That doesn't sound good. Can you DM us the OS and Spotify version you're using? Your account's username and email address would also be super helpful. We'll see what we can suggest /WP https://t.co/ldFdZRiNAt,"@SpotifyCares why is my desktop player always going ""can't play the current song"" after 6 seconds on ANY track. Annoying."
1356647,1356646,"@436313 Thanks for that. Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",@SpotifyCares  https://t.co/i65quhfgNL
1306144,1306143,"@425232 Hi there! We'd recommend deleting your previous tweet as it contains private info. Don't worry, we've just sent a DM your way /MT",@SpotifyCares  I need to close my sons account. __email__. He used a facebook account that no longer exists.
2929242,2929241,@810355 Hey Sara! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZRiNAt,@SpotifyCares Help. Tried again this morning. still failed. im trying to purchase premium family here. https://t.co/5FAM5Gh0nB
1098081,1098079,@379112 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB,"Security is important, @spotifycares. We'd like it if you supported two factor auth. https://t.co/dFe7f0NAmS #SupportTwoFactorAuth"
1854237,1854236,"@554792 Hey Alexa! We’d love to have all of Aaliyah's stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /NS","I need more Aaliyah, @115888."
1815156,1815155,@545268 Hey there! We'd recommend deleting your previous tweet as it contains private info. Could you DM it to us instead? /MT https://t.co/ldFdZRiNAt,@SpotifyCares Username: kjgeir3mnqoatp8oq050jds7b
187519,187518,@160013 Awesome! Glad to hear it's now working. Just let us know if we can help with anything else. https://t.co/m4HWSaZ6xp /PL,"@SpotifyCares It was probably a bug or some cache issues, I got it to work now, thanks!"
1997644,1997643,"@590674 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt",@115888 SS of phone - I'm a premium subscriber but can't get this as the handset says subscription is free? Help? https://t.co/Gw1xHe0Apu
864531,864530,"@325329 Awesome! If you need help with anything else, just give us a shout. Otherwise, have a... https://t.co/FQulrDtFky 😉 /GU",@SpotifyCares It looks like it’s working again now.  If it messes up again I’ll send the info
905653,905651,"@335002 Hmm, that's odd! Don’t worry, we can help. Can you let us know the device/OS you’re using? We'll check it out 🔍 /MX","@SpotifyCares It doesn’t seem to have done anything. Most artists work, but random bands on discover weekly and new music Friday won’t play either."
2082440,2082439,"@615864 Hey, help's here! Can you also DM us your account's email address along with the device/OS you're using? We'll get this fixed 🙂 /RR https://t.co/ldFdZRiNAt",Spotify My account is suddenly missing all of my saved music and seems to have reset to a very old state. via benz145
358983,358982,"@201021 Hey Jonny, help's arrived! We've just replied to your DM. Let's carry on chatting there /DV",@SpotifyCares Service is crawling in Taiwan.... Streaming stopping every 10 seconds on both my landline (50Mps) broadband and 4G cellular.
1600783,1600782,@315434 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,@SpotifyCares hi why does my Student account say it's going to double in price next month? Just wondering!
129746,619730,@267091 Hi there! Can you DM us your account's username or email address? We'll see what we can suggest /DN https://t.co/ldFdZRiNAt,@115888 How
856205,856203,"@323324 We don't have info to share on this right now. If there's anything else we can help you with, just let us know /L",@SpotifyCares can you tell me the ratio of users that chose this ?
2779491,2779489,"@776360 Hey Tina! Can you send us a screenshot of what you're seeing? Also, can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",@SpotifyCares My Hulu and Spotify account are unable to link up. Hulu states it cannot confirm my student account and Hulu says they cannot help. Help please!
2121284,2121283,@425742 Hi there. Pre-sale codes are being sent out by email to some of dvsn's biggest fans on Spotify. Hopefully you're one of them! /TM,@115888 what’s the presale code for #dvsn
2964704,2964703,@817974 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,@SpotifyCares I was charged for a regular subpriction when I have a student one. How can this get fixed?
2485961,2485959,"@710106 Hey Daniel, that doesn't sound right. Can you check if your OS X version is up-to-date? If it is, let us know. We'll see what we can suggest /JE","Hey @SpotifyCares, the button create similar playlist doesn’t work in MacOS
(1.0.67.582.g19436fa3). Login out and restarting doesn’t work."
2920721,2920720,"@808352 Awesome, we're happy to hear that! Give us a shout if we can help with anything else /CE",@SpotifyCares It’s all good now thanks
1908453,1908452,"@568543 Hey Jade! If you haven't been on a subscription before, head over to https://t.co/WB5TSxRfDe to take your 30-day Premium trial 🙂 /SY",i need spotify premium
2508338,2508337,"@715110 Hi Steve, we can see how that’d be useful! You can vote for the official idea here: https://t.co/CdI1SY9KZE. If you ever need anything else, just shout and we'll come running 🏃 /MX","@SpotifyCares Hey, just wanted to say I really enjoy the Discover Weekly and Release Radar lists.  I would like to suggest an account setting that would prevent songs with explicit lyrics from being added to lists created for me.  Thanks!"
1017102,1017104,"@360648 Awesome! We're glad that did the trick. If you ever need help with anything else, you know where to find us /QI",@SpotifyCares Its worked!! Took a couple of tries after restarting but it’s working fine now - cheers
1993477,1993475,@589963 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /KL,@SpotifyCares I just got the student discount premium service and its still showing free and giving me ads. Ive been charged already
1596822,1596821,"@490563 1: Hey Daniele! We don't have any info to share on this right now, but hopefully it'll be updated soon. Keep automatic downloads...",Waiting for @1313 and @115888 to update their apps for the X
1368555,1368554,"@438547 Hey, we hear you! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /RB",I wish there was a setting on @115888 to block Explicit songs from playing so I could easily shuffle my music at work
723042,723041,@293132 Hi Kevin! We've just replied to your DM. Let's continue chatting there /JL,@SpotifyCares  I no longer have access to my acc and I’m getting charged is there way you guys can cancel it?
1794686,1794684,@539300 Hi Ken! We're sorry if our track recommendations wasn't to your liking. We'll let our relevant folks know about your feedback /DR /DR,"@115888 I will never click on any of it, so why show it?  Surely you can do a better job of customizing what I see...."
414138,414139,@213827 Thanks. Could you try logging out &gt; restarting the app &gt; logging back in? See if that makes a difference /RH,@SpotifyCares I'm using macOS Sierra ver 10.12 and my current Spotify version is 1.0.64.399.g4637b02a
1910209,1910208,@547411 Hi again! Can you DM us your account's email address and the iOS version you're using? We'll check under the hood /AU https://t.co/ldFdZRiNAt,@115888 why will you play every other album but not sf9's knights of the sun you keep glitching im very upset
1831319,1831318,@549503 Hey Justin! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /VK,@SpotifyCares web-player not working on any browser (chrome / edge). Are you aware of problems?
2976126,2976125,@820793 Hey Dave! This sounds like something for our Artist Services friends. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,@125633 Thanks very much for the RT. Would love to chat w u about more collaborations. Up 4 that?
739475,739474,@296857 @115888 @15024 Hey! We've just sent a DM your way. Let's carry on chatting there /AN,@115888 @15024 I need  help
1939075,1939074,@576804 Hey Taesha! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,@117153 paid for student Spotify and it won’t link to the Hulu account and I have paid for both.
130407,130406,"@145414 Hey, help's here. Could you send us a DM with your account's email address or username? We'll take a look behind the scenes /AY https://t.co/ldFdZRiNAt","@SpotifyCares  Good morning, I have a problem with my Spotify subscription."
149369,149367,"@150037 Hi Lisa, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt","@116130 can you help me, please? moved from Ireland to UK&amp;can't change my country (have tried using tips on your site!) so can't register my UK bank card. Premium cancelled. Joined via FB, Lisa Lavelle. Thanks"
2618584,2618583,"@318739 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M. Can you let us know what's going on? /NY","Disaat yang lain udah kebagian ""Perfect Velvet""... pengguna @118266 selalu dapat belakangan"
1156889,1156887,@392151 Can you let us know the Spotify version that you're using? We'll see what we can suggest /RC,@SpotifyCares I appreciate that the phone is 3 years old but the app used to work flawlessly. Each version now seems slower/ worse.
2594591,2594590,"@196732 Hmm. Let's try to refresh your app. Can you log out, restart your device, and then log back in? Let us know how it goes /LO",@SpotifyCares It works now however when I tried again (the working time) it pushed several empty “Log In” titled pages and I had to press “Back” several times to get to the two buttons again so I could press Log In again and then it worked.
2797365,2797364,"@780519 Hey Jack! With Premium, you can download up to 3,333 songs per device, on a maximum of 3 different devices. There's more info about this here: https://t.co/WSjJgGAmPy. Any questions, just give us a shout /AN","@115888 how many songs is it you’re allowed to download? Cause I’ve somehow reached it, I think you need to raise it or have unlimited 🤓🤓"
189821,2055233,"@607835 Hi Zach! The Spotify Student + Hulu bundle is only available for students. Not to worry, we'll pass on your feedback to the right team /MT",@SpotifyCares @160530 So if I just have normal premium do I get Hulu? Or is it only for students?
1972436,1972435,"@584214 Hey, help's here! Can you DM us the email address of the account you're trying to add to Premium for Family? We'll check backstage /KM https://t.co/ldFdZRiNAt",@115888 someone having the same problems? Can’t activate family sharing - says we don’t live in the same house and WE DO! #hate #Spotify
1160869,1160870,@393118 1: Hey Jonny! We're afraid you won't be able to view/edit the address you've entered for Premium for Family. Can you DM us your...,"@SpotifyCares I just signed up for Premium Family, entered the wrong Zip code. Changed in FB, but did change in Spotify. How do I fix this?"
820750,820752,"@315494 Hmm. Don't worry, we're on it. Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon /NS",@SpotifyCares Works when I first update the software
2942725,2942727,@766077 We request that you delete your previous tweet as it contains sensitive information. Can you send it via DM instead? /JM https://t.co/ldFdZRiNAt,@SpotifyCares __email__ &lt;= my email address
1532721,1532723,@475399 Anytime! Feel free to send a tweet our way if you need help with anything else 🙂 /JI,@SpotifyCares Thank you.
76255,76253,"@133061 Hey Nico, help's here! Can you send us a screenshot of the email you received, along with the link to the page you're directed to? We'll take a look /CO",@SpotifyCares got an email about upcoming gigs in Dublin I mights like and that's great! Only issue is that click on #Tosca @111068 is taking me to Puccini's Tosca gig @111069
262269,262271,@178473 Can you send us a screenshot of how your app looks? We'll see what else we can suggest /LM,@SpotifyCares Already did!
2001074,2001073,@591715 Hey there! Can you send us your account's email address or username via DM? We'll see what we can suggest /JE https://t.co/ldFdZRiNAt,"@SpotifyCares is there any way to stop video ads during the music? Banner ads, or when it should be an ad is ok, but they hold up the music"
